t.name,t.uri
skagerrak,http://www.marineregions.org/gazetteer.php?p=details&id=2379
solomon Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4361
south Yemen,http://www.geonames.org/85050
sulu Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4358
tasman Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4365
tokelau Isl,http://www.geonames.org/4031073
sea of Marmara,http://www.marineregions.org/gazetteer.php?p=details&id=3369
seto Inland Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4306
singapore Strait,http://www.marineregions.org/gazetteer.php?p=details&id=4336
south Atlantic,http://www.marineregions.org/gazetteer.php?p=details&id=1914
south China Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4332
south Pacific,http://www.marineregions.org/gazetteer.php?p=details&id=1910
southern Ocean,http://www.marineregions.org/gazetteer.php?p=details&id=1907
strait of Gibraltar,http://www.marineregions.org/gazetteer.php?p=details&id=3346
tubuai Isl,http://www.geonames.org/4033252
tyrrhenian Sea,http://www.marineregions.org/gazetteer.php?p=details&id=3386
wake Isl,http://www.geonames.org/4041684
yellow Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4303
white Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4248
arboreal,http://eol.org/schema/terms/arboreal
cambrian Stage 2 Age,http://resource.geosciml.org/classifier/ics/ischart/CambrianStage2
chemoautotroph,http://eol.org/schema/terms/chemoautotrophic
graminivore,http://www.wikidata.org/entity/Q5593647
intermediate-magnesium calcite,http://eol.org/schema/terms/intermediateMgCalcite
low-magnesium calcite,http://eol.org/schema/terms/lowMgCalcite
paibian Age,http://resource.geosciml.org/classifier/ics/ischart/Paibian
palynivore,http://www.wikidata.org/entity/Q3805698
parasitoid,http://www.wikidata.org/entity/Q595663
photosymbiotroph,http://www.wikidata.org/entity/Q50621879
fungivore,http://www.wikidata.org/entity/Q3331325
puducherry,http://www.geonames.org/1259424
punjab (India),http://www.geonames.org/1259224
saba,http://www.geonames.org/3513314
sint Eustatius,http://www.geonames.org/3513232
mixed mountain and highland,http://purl.obolibrary.org/obo/ENVO_00002996
kiribati Exclusive Economic Zone,http://eol.org/schema/terms/kiribatiExclusiveEconomicZone
eastern Cape,http://www.geonames.org/1085593
coral Sea Islands Territory,http://www.geonames.org/2170371
gauteng,http://www.geonames.org/1085594
limpopo,http://www.geonames.org/1085597
mpumalanga,http://www.geonames.org/1085595
northern Cape,http://www.geonames.org/1085596
aguascalientes,http://www.geonames.org/4019231
anhui,http://www.geonames.org/1818058
Antipodes Island Group,http://www.geonames.org/2193911
arunachal Pradesh,http://www.geonames.org/1278341
australian Capital Territory,http://www.geonames.org/2177478
beijing,http://www.geonames.org/2038349
brazilia Distrito Federal,http://www.geonames.org/3463504
peninsular Malaysia,http://www.geonames.org/1745185
pondicherry,http://www.geonames.org/1259426
quintana Roo,http://www.geonames.org/3520887
meghalaya,http://www.geonames.org/1263207
mendoza,http://www.geonames.org/3844419
misiones,http://www.geonames.org/3430657
nakhichevan,http://www.geonames.org/147435
andhra Pradesh,http://www.geonames.org/1278629
antofagasta,http://www.geonames.org/3899537
atacama,http://www.geonames.org/3899191
baja California Sur,http://www.geonames.org/4017698
bihar,http://www.geonames.org/1275715
provincia de Buenos Aires,http://www.geonames.org/3435907
campeche,http://www.geonames.org/3531730
caprivi Strip,http://www.geonames.org/877332
catamarca,http://www.geonames.org/3862286
chaco,http://www.geonames.org/3861887
chattisgarh,http://www.geonames.org/1444364
chiapas,http://www.geonames.org/3531011
chihuahua,http://www.geonames.org/4014336
chubut,http://www.geonames.org/3861244
coahuila,http://www.geonames.org/4013674
corrientes,http://www.geonames.org/3435214
dadra-Nagar-Haveli,http://www.geonames.org/1273726
daman,http://www.geonames.org/1273616
delhi,http://www.geonames.org/1273293
Cannanore Islands,http://www.geonames.org/1274985
chandigarh,http://www.geonames.org/1274744
chatham Islands,http://www.geonames.org/4033013
chechnya,http://www.geonames.org/569665
chongqing,http://www.geonames.org/1814905
ciudad de México,http://www.geonames.org/3527646
colima,http://www.geonames.org/4013513
coquimbo,http://www.geonames.org/3893623
crozet Islands,http://www.geonames.org/936339
dagestan,http://www.geonames.org/567293
dependencias Federales,http://www.geonames.org/3640846
diu,http://www.geonames.org/1272504
desventuradas,http://www.geonames.org/10124146
durango,http://www.geonames.org/4011741
fernando de Noronha,http://www.geonames.org/3399637
gansu,http://www.geonames.org/1810676
fujian,http://www.geonames.org/1811017
goa,http://www.geonames.org/1271157
guangdong,http://www.geonames.org/1809935
guerrero,http://www.geonames.org/3527213
haryana,http://www.geonames.org/1270260
heilongjiang Sheng,http://www.geonames.org/2036965
himachal Pradesh,http://www.geonames.org/1270101
hunan,http://www.geonames.org/1806691
Îles Tubuaï,http://www.geonames.org/4033250
ilha de Santiago,http://www.geonames.org/3374199
guanajuato,http://www.geonames.org/4005267
guangxi,http://www.geonames.org/1809867
guizhou,http://www.geonames.org/1809445
hebei,http://www.geonames.org/1808773
henan,http://www.geonames.org/1808520
hubei,http://www.geonames.org/1806949
ilha da Trindade,http://www.geonames.org/3446035
isla de Aves,http://www.geonames.org/3648752
isla Malpelo,http://www.geonames.org/3675570
jalisco,http://www.geonames.org/4004156
jharkhand,http://www.geonames.org/1444365
jiangxi,http://www.geonames.org/1806222
jujuy,http://www.geonames.org/3853404
karnataka,http://www.geonames.org/1267701
kerala,http://www.geonames.org/1267254
khabarovsk,http://www.geonames.org/2022888
krasnoyarsk,http://www.geonames.org/1502020
la Araucania,http://www.geonames.org/3899463
la Rioja,http://www.geonames.org/3848949
irkutskaya Oblast,http://www.geonames.org/2023468
isla Guadalupe,http://www.geonames.org/4005434
jiangsu,http://www.geonames.org/1806260
jilin Sheng,http://www.geonames.org/2036500
karaikal,http://www.geonames.org/1267888
kinmen County,http://www.geonames.org/1676511
krasnodar,http://www.geonames.org/542415
la Pampa,http://www.geonames.org/3849574
liaoning Sheng,http://www.geonames.org/2036115
los Lagos,http://www.geonames.org/3881974
magadanskaya Oblast,http://www.geonames.org/2123627
madhya Pradesh,http://www.geonames.org/1264542
mizoram,http://www.geonames.org/1262963
morelos,http://www.geonames.org/3522961
nayarit,http://www.geonames.org/3995012
new Zealand North,http://www.geonames.org/2185983
nicobar Islands,http://www.geonames.org/1261447
nei Mongol,http://www.geonames.org/2035607
new Zealand South,http://www.geonames.org/2182504
ningxia Huizu Zizhiqu,http://www.geonames.org/1799355
northwest European Russia,http://www.wikidata.org/entity/Q15054934
oaxaca,http://www.geonames.org/3522509
primorskiy Kray,http://www.geonames.org/2017623
northern Territory,http://www.geonames.org/2064513
sakhalin,http://www.geonames.org/2121530
san Juan Province,http://www.geonames.org/3837152
santa Cruz,http://www.geonames.org/3836350
shaanxi,http://www.geonames.org/1796480
shanghai,http://www.geonames.org/1796231
punjab (Pakistan),http://www.geonames.org/1167710
qinghai,http://www.geonames.org/1280239
región del Libertador General Bernardo O’Higgins,http://www.geonames.org/3883281
republic of Crimea,http://www.geonames.org/703883
respublika Buryatiya,http://www.geonames.org/2050915
revillagigedo Islands,http://www.geonames.org/3988751
rocas Alijos,http://www.wikidata.org/entity/Q670647
región de Magallanes y Antártica Chilena,http://www.geonames.org/4036650
región del Maule,http://www.geonames.org/3880306
respublika Altay,http://www.geonames.org/1506272
respublika Tyva,http://www.geonames.org/1488873
rio Negro,http://www.geonames.org/3838830
salta,http://www.geonames.org/3838231
san Luis Province,http://www.geonames.org/3837029
santiago del Estero,http://www.geonames.org/3835868
shandong,http://www.geonames.org/1796328
shanxi,http://www.geonames.org/1795912
sinaloa,http://www.geonames.org/3983035
south Sandwich Islands,http://www.geonames.org/3426222
state of Uttarakhand,http://www.geonames.org/1444366
tamaulipas,http://www.geonames.org/3516391
the Coastal Waters of Southeast Alaska and British Columbia,http://www.geonames.org/8617633
shikoku,http://www.geonames.org/1852487
st. Vincent,http://www.geonames.org/3577816
tabasco,http://www.geonames.org/3516458
territory of Ashmore and Cartier Islands,http://www.geonames.org/2077507
tianjin,http://www.geonames.org/1792943
tlaxcala,http://www.geonames.org/3515359
tripura,http://www.geonames.org/1254169
veracruz,http://www.geonames.org/3514780
tierra del Fuego (Argentina),http://www.geonames.org/3834450
tucuman,http://www.geonames.org/3833578
volcano Islands,http://www.geonames.org/2112272
west Bengal,http://www.geonames.org/1252881
zhejiang,http://www.geonames.org/1784764
xinjiang,http://www.geonames.org/1529047
yanam,http://www.geonames.org/1252796
zacatecas,http://www.geonames.org/3979840
kwaZulu-Natal,http://www.geonames.org/972062
